14226514,10/06/2013,03:07:00,Arson,Unknown/Not Available
14103982,03/27/2013,03:49:00,Curfew,Unknown/Not Available
14094585,03/15/2013,19:48:00,Runaway,Unknown/Not Available
14121202,04/29/2013,10:39:00,Burglary,Unknown/Not Available
14121210,04/29/2013,10:39:00,Disorderly Conduct,Unknown/Not Available
14221640,09/30/2013,10:02:00,Motor Vehicle Theft,Unknown/Not Available
14228035,10/17/2013,17:48:00,"Assault, Simple",Unknown/Not Available
14245577,11/15/2013,07:15:00,Runaway,Unknown/Not Available
14212581,09/24/2013,13:25:00,"Assault, Simple",Unknown/Not Available
14120192,03/02/2013,18:15:00,Sex Offenses,Unknown/Not Available
14269016,12/20/2013,19:50:00,"Assault, Simple",Unknown/Not Available
14084429,02/26/2013,11:16:00,Disorderly Conduct,Unknown/Not Available
14260390,12/10/2013,22:20:00,Aggravated Assault,Unknown/Not Available
14056355,01/11/2013,21:45:00,Runaway,Unknown/Not Available
14073458,02/06/2013,16:56:00,"Assault, Simple",Unknown/Not Available
14089392,03/06/2013,17:23:00,Disorderly Conduct,Unknown/Not Available
14183551,08/07/2013,21:41:00,"Assault, Simple",Unknown/Not Available
14164772,07/11/2013,11:28:00,Runaway,Unknown/Not Available
14062638,01/19/2013,18:23:00,"Assault, Simple",Unknown/Not Available
14158869,06/30/2013,16:17:00,"Assault, Simple",Unknown/Not Available
14079582,02/17/2013,22:30:00,Runaway,Unknown/Not Available
14119109,04/25/2013,22:39:00,Runaway,Unknown/Not Available
14124409,05/05/2013,23:40:00,Runaway,Unknown/Not Available
14223531,10/11/2013,22:05:00,Runaway,Unknown/Not Available
14124028,05/04/2013,22:30:00,Runaway,Unknown/Not Available
14140691,06/02/2013,12:00:00,Trespass,Unknown/Not Available
14117889,04/15/2013,11:51:00,Arson,Unknown/Not Available
14101952,03/28/2013,12:32:00,"Assault, Simple",Unknown/Not Available
14159531,06/06/2013,19:14:00,Arson,Unknown/Not Available
14159535,06/08/2013,12:25:00,Arson,Unknown/Not Available
14188754,08/09/2013,17:54:00,Sex Offenses,Unknown/Not Available
14266383,12/20/2013,23:43:00,"Assault, Simple",Unknown/Not Available
14080895,02/19/2013,21:21:00,"Assault, Simple",Unknown/Not Available
14265250,12/18/2013,16:17:00,Disorderly Conduct,Unknown/Not Available
14181137,08/04/2013,18:55:00,"Assault, Simple",Unknown/Not Available
14135116,05/23/2013,00:53:00,"Assault, Simple",Unknown/Not Available
14157876,06/29/2013,20:50:00,Aggravated Assault,Unknown/Not Available
14274594,12/27/2013,13:15:00,Larceny,Unknown/Not Available
14187284,08/05/2013,22:30:00,Sex Offenses,Unknown/Not Available
14221146,09/24/2013,12:00:00,Sex Offenses,Unknown/Not Available
14218564,09/19/2013,21:36:00,Aggravated Assault,Unknown/Not Available
14131640,05/16/2013,14:42:00,"Assault, Simple",Unknown/Not Available
14084150,02/16/2013,22:35:00,Sex Offenses,Unknown/Not Available
14268578,12/25/2013,21:40:00,Disorderly Conduct,Unknown/Not Available
14188799,08/17/2013,01:05:00,Aggravated Assault,Unknown/Not Available
14217871,10/02/2013,17:07:00,Trespass,Unknown/Not Available
14209629,09/18/2013,18:10:00,Disorderly Conduct,Unknown/Not Available
14055986,01/01/2013,01:25:00,"Assault, Simple",Unknown/Not Available
14258563,12/08/2013,17:02:00,Larceny,Unknown/Not Available
14209653,09/19/2013,21:59:00,Disorderly Conduct,Unknown/Not Available
14270539,12/29/2013,20:53:00,"Assault, Simple",Unknown/Not Available
14120628,04/28/2013,10:25:00,Disorderly Conduct,Unknown/Not Available
14144934,06/08/2013,22:02:00,"Assault, Simple",Unknown/Not Available
14206010,09/03/2013,20:06:00,Larceny,Unknown/Not Available
14193540,08/26/2013,02:54:00,"Assault, Simple",Unknown/Not Available
14075121,02/09/2013,20:36:00,Runaway,Unknown/Not Available
14161449,06/27/2013,09:41:00,Trespass,Unknown/Not Available
14222368,10/09/2013,15:25:00,Burglary,Unknown/Not Available
14060589,01/16/2013,14:54:00,Disorderly Conduct,Unknown/Not Available
14170559,07/21/2013,21:54:00,Runaway,Unknown/Not Available
14137061,05/26/2013,06:11:00,Arson,Unknown/Not Available
14055680,01/10/2013,18:54:00,Runaway,Unknown/Not Available
14067932,01/28/2013,17:12:00,"Assault, Simple",Unknown/Not Available
14138828,05/29/2013,18:28:00,"Assault, Simple",Unknown/Not Available
14178082,08/01/2013,00:10:00,"Assault, Simple",Unknown/Not Available
14274549,12/27/2013,00:35:00,Curfew,Unknown/Not Available
14152935,06/22/2013,04:39:00,Trespass,Unknown/Not Available
14063880,01/21/2013,13:52:00,Disorderly Conduct,Unknown/Not Available
14128556,05/11/2013,12:12:00,Aggravated Assault,Unknown/Not Available
14132840,05/19/2013,23:00:00,Aggravated Assault,Unknown/Not Available
14106793,04/06/2013,08:38:00,Runaway,Unknown/Not Available
14124229,05/04/2013,20:40:00,Disorderly Conduct,Unknown/Not Available
14230374,10/22/2013,12:29:00,Burglary,Unknown/Not Available
14244052,11/13/2013,08:22:00,Disorderly Conduct,Unknown/Not Available
14224093,10/12/2013,17:21:00,Runaway,Unknown/Not Available
